root,tail,path,prob
CTIKG#ObservedData,CTIKG#based-on,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",0.1111111111111111
CTIKG#ObservedData,CTIKG#Malware,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#variant-of,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ['CTIKG#variant-of', 1.0], 'CTIKG#Malware']",0.1111111111111111
CTIKG#ObservedData,CTIKG#Software,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('owl#disjointWith', 0.001736111111111111), 'CTIKG#Software']",2.6791838134430725e-06
CTIKG#ObservedData,owl#disjointWith,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['owl#disjointWith', 1.0], 'CTIKG#Software']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#AttackPattern,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern']",2.6791838134430725e-06
CTIKG#ObservedData,CTIKG#uses,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['CTIKG#uses', 1.0], 'CTIKG#AttackPattern']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#Weakness,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#targets', 0.00019290123456790122), 'CTIKG#Weakness']",5.168178652475063e-10
CTIKG#ObservedData,CTIKG#targets,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ['CTIKG#targets', 1.0], 'CTIKG#Weakness']",2.6791838134430725e-06
CTIKG#ObservedData,CTIKG#AttackPattern,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 0.00019290123456790122), 'CTIKG#AttackPattern']",5.168178652475063e-10
CTIKG#ObservedData,CTIKG#revoked-by,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ['CTIKG#revoked-by', 1.0], 'CTIKG#AttackPattern']",2.6791838134430725e-06
CTIKG#ObservedData,CTIKG#ObservedData,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 0.00019290123456790122), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 2.143347050754458e-05), 'CTIKG#ObservedData']",1.1077200472554576e-14
CTIKG#ObservedData,CTIKG#subtechnique-of,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 0.00019290123456790122), 'CTIKG#AttackPattern', ['CTIKG#subtechnique-of', 1.0], 'CTIKG#ObservedData']",5.168178652475063e-10
CTIKG#ObservedData,CTIKG#ObservedData,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 0.00019290123456790122), 'CTIKG#AttackPattern', ('CTIKG#affects', 2.143347050754458e-05), 'CTIKG#ObservedData']",1.1077200472554576e-14
CTIKG#ObservedData,CTIKG#affects,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 0.00019290123456790122), 'CTIKG#AttackPattern', ['CTIKG#affects', 1.0], 'CTIKG#ObservedData']",5.168178652475063e-10
CTIKG#ObservedData,CTIKG#ObservedData,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 0.00019290123456790122), 'CTIKG#AttackPattern', ('CTIKG#requires', 2.143347050754458e-05), 'CTIKG#ObservedData']",1.1077200472554576e-14
CTIKG#ObservedData,CTIKG#requires,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 0.00019290123456790122), 'CTIKG#AttackPattern', ['CTIKG#requires', 1.0], 'CTIKG#ObservedData']",5.168178652475063e-10
CTIKG#ObservedData,CTIKG#ObservedData,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#subtechnique-of', 0.00019290123456790122), 'CTIKG#ObservedData']",2.976870903825636e-07
CTIKG#ObservedData,CTIKG#subtechnique-of,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['CTIKG#subtechnique-of', 1.0], 'CTIKG#ObservedData']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#ObservedData,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#affects', 0.00019290123456790122), 'CTIKG#ObservedData']",2.976870903825636e-07
CTIKG#ObservedData,CTIKG#affects,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['CTIKG#affects', 1.0], 'CTIKG#ObservedData']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#ObservedData,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#requires', 0.00019290123456790122), 'CTIKG#ObservedData']",2.976870903825636e-07
CTIKG#ObservedData,CTIKG#requires,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['CTIKG#requires', 1.0], 'CTIKG#ObservedData']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#Tool,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#downloads', 0.001736111111111111), 'CTIKG#Tool']",2.6791838134430725e-06
CTIKG#ObservedData,CTIKG#downloads,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['CTIKG#downloads', 1.0], 'CTIKG#Tool']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#Tool,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('CTIKG#uses', 0.001736111111111111), 'CTIKG#Tool']",2.6791838134430725e-06
CTIKG#ObservedData,CTIKG#uses,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['CTIKG#uses', 1.0], 'CTIKG#Tool']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#Tool,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ('owl#intersectionOf', 0.001736111111111111), 'CTIKG#Tool']",2.6791838134430725e-06
CTIKG#ObservedData,owl#intersectionOf,"['CTIKG#ObservedData', ('CTIKG#indicates', 1.0), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.1111111111111111), 'CTIKG#Malware', ('CTIKG#variant-of', 0.013888888888888888), 'CTIKG#Malware', ['owl#intersectionOf', 1.0], 'CTIKG#Tool']",0.0015432098765432098
CTIKG#ObservedData,CTIKG#Software,['CTIKG#Software'],0.013888888888888888
CTIKG#ObservedData,CTIKG#AttackPattern,['CTIKG#AttackPattern'],0.013888888888888888
CTIKG#ObservedData,CTIKG#Tool,['CTIKG#Tool'],0.013888888888888888
CTIKG#ObservedData,CTIKG#Tool,['CTIKG#Tool'],0.013888888888888888
CTIKG#ObservedData,CTIKG#Tool,['CTIKG#Tool'],0.013888888888888888
CTIKG#ObservedData,CTIKG#Weakness,['CTIKG#Weakness'],0.1111111111111111
CTIKG#ObservedData,CTIKG#AttackPattern,['CTIKG#AttackPattern'],0.1111111111111111
CTIKG#ObservedData,CTIKG#ObservedData,['CTIKG#ObservedData'],0.1111111111111111
CTIKG#ObservedData,CTIKG#ObservedData,['CTIKG#ObservedData'],0.1111111111111111
CTIKG#ObservedData,CTIKG#ObservedData,['CTIKG#ObservedData'],0.1111111111111111
CTIKG#Vulnerability,CTIKG#Vulnerability,['CTIKG#Vulnerability'],1
CTIKG#Vulnerability,CTIKG#ApplicablePlatforms,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms']",0.5
CTIKG#Vulnerability,CTIKG#based-on,"['CTIKG#Vulnerability', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",1.0
CTIKG#Vulnerability,CTIKG#Vulnerability,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.25), 'CTIKG#Vulnerability']",0.125
CTIKG#Vulnerability,CTIKG#has,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ['CTIKG#has', 1.0], 'CTIKG#Vulnerability']",0.5
CTIKG#Vulnerability,CTIKG#Weakness,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.25), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.125), 'CTIKG#Weakness']",0.015625
CTIKG#Vulnerability,CTIKG#derived-from,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.25), 'CTIKG#Vulnerability', ['CTIKG#derived-from', 1.0], 'CTIKG#Weakness']",0.125
CTIKG#Vulnerability,CTIKG#ApplicablePlatforms,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.25), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.125), 'CTIKG#Weakness', ('CTIKG#based-on', 0.125), 'CTIKG#ApplicablePlatforms']",0.001953125
CTIKG#Vulnerability,CTIKG#based-on,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.25), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.125), 'CTIKG#Weakness', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",0.015625
CTIKG#Vulnerability,CTIKG#Weakness,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.25), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.125), 'CTIKG#Weakness', ('CTIKG#based-on', 0.125), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.0625), 'CTIKG#Weakness']",0.0001220703125
CTIKG#Vulnerability,CTIKG#has,"['CTIKG#Vulnerability', ('CTIKG#based-on', 0.5), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.25), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.125), 'CTIKG#Weakness', ('CTIKG#based-on', 0.125), 'CTIKG#ApplicablePlatforms', ['CTIKG#has', 1.0], 'CTIKG#Weakness']",0.001953125
CTIKG#Vulnerability,CTIKG#Weakness,['CTIKG#Weakness'],0.25
CTIKG#Vulnerability,CTIKG#Weakness,['CTIKG#Weakness'],0.5
CTIKG#Weakness,CTIKG#Weakness,['CTIKG#Weakness'],1
CTIKG#Weakness,CTIKG#ApplicablePlatforms,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms']",1.0
CTIKG#Weakness,CTIKG#based-on,"['CTIKG#Weakness', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",1.0
CTIKG#Weakness,CTIKG#Vulnerability,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.5), 'CTIKG#Vulnerability']",0.5
CTIKG#Weakness,CTIKG#has,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ['CTIKG#has', 1.0], 'CTIKG#Vulnerability']",1.0
CTIKG#Weakness,CTIKG#ApplicablePlatforms,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.5), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.25), 'CTIKG#ApplicablePlatforms']",0.125
CTIKG#Weakness,CTIKG#based-on,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.5), 'CTIKG#Vulnerability', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",0.5
CTIKG#Weakness,CTIKG#Weakness,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.5), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.25), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.125), 'CTIKG#Weakness']",0.015625
CTIKG#Weakness,CTIKG#has,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.5), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.25), 'CTIKG#ApplicablePlatforms', ['CTIKG#has', 1.0], 'CTIKG#Weakness']",0.125
CTIKG#Weakness,CTIKG#Weakness,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.5), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.25), 'CTIKG#Weakness']",0.125
CTIKG#Weakness,CTIKG#derived-from,"['CTIKG#Weakness', ('CTIKG#based-on', 1.0), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.5), 'CTIKG#Vulnerability', ['CTIKG#derived-from', 1.0], 'CTIKG#Weakness']",0.5
CTIKG#Weakness,CTIKG#Weakness,['CTIKG#Weakness'],0.5
CTIKG#Software,CTIKG#Software,['CTIKG#Software'],1
